2024-06-18 09:15:06,487: asyncio: INFO: [MLTrader] Executing the initialize lifecycle method
2024-06-18 09:15:07,689: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-06-18 09:15:07,690: asyncio: INFO: [MLTrader] Executing the before_market_opens lifecycle method
2024-06-18 09:15:07,691: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-06-18 09:15:07,691: asyncio: INFO: [MLTrader] Executing the before_starting_trading lifecycle method
2024-06-18 09:15:07,692: asyncio: INFO: [MLTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-06-18 09:15:07[0m
2024-06-18 09:15:07,693: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 09:15:08,391: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 09:15:08,393: asyncio: INFO: [MLTrader] [32mNew order was created: market order of | 106 SPY buy | at price $563.3879882812499 of class bracket with status new[0m
2024-06-18 09:15:08,395: asyncio: INFO: [MLTrader] [34mTrading iteration ended at 2024-06-18 09:15:08[0m
2024-06-18 09:15:08,395: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-06-18 09:15:08,395: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 09:15:08,396: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 09:15:08,397: root: INFO: market order of | 106 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-06-18 09:15:08,397: root: INFO: market order of | 106 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-06-18 09:15:08,397: asyncio: INFO: [MLTrader] [32mOrder was filled: market order of | 106 SPY buy | at price $469.49 of class bracket with status fill[0m
2024-06-18 09:15:08,401: asyncio: INFO: [MLTrader] [34mSleeping for 86400 seconds[0m
2024-06-18 09:15:08,401: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-06-18 09:15:08,402: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-06-18 09:15:08,403: asyncio: INFO: [MLTrader] [34mThe market is not currently open, skipping this trading iteration[0m
2024-06-18 09:15:08,403: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-06-18 09:15:08,403: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 09:15:08,404: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 09:15:08,405: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-06-18 09:15:08,405: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 09:15:08,405: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 09:15:08,406: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-06-18 09:15:08,406: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 09:15:08,407: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 09:15:08,407: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-06-18 09:15:08,407: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 09:15:08,408: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 09:15:08,409: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-06-18 09:15:08,409: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-06-18 09:15:08,409: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 09:15:08,410: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 09:15:08,410: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-06-18 09:15:08,410: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 09:15:08,411: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 09:15:08,412: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-06-18 09:15:08,412: asyncio: INFO: [MLTrader] Executing the after_market_closes lifecycle method
2024-06-18 09:15:08,412: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-06-18 09:15:08,412: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 09:15:08,413: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
