2024-06-18 10:28:56,159: asyncio: INFO: [MLTrader] Executing the initialize lifecycle method
2024-06-18 10:28:56,358: alpaca.trading.stream: INFO: connected to: BaseURL.TRADING_STREAM_PAPER
2024-06-18 10:28:57,439: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-06-18 10:28:57,440: asyncio: INFO: [MLTrader] Executing the before_market_opens lifecycle method
2024-06-18 10:28:57,441: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-06-18 10:28:57,441: asyncio: INFO: [MLTrader] Executing the before_starting_trading lifecycle method
2024-06-18 10:28:57,442: asyncio: INFO: [MLTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-06-18 10:28:57[0m
2024-06-18 10:28:57,443: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 10:28:58,176: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 10:29:00,143: asyncio: INFO: [MLTrader] [32mNew order was created: market order of | 106 SPY buy | at price $563.3879882812499 of class bracket with status new[0m
2024-06-18 10:29:00,150: asyncio: INFO: [MLTrader] [34mTrading iteration ended at 2024-06-18 10:29:00[0m
2024-06-18 10:29:00,150: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-06-18 10:29:00,150: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 10:29:00,151: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 10:29:00,153: root: INFO: market order of | 106 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-06-18 10:29:00,153: root: INFO: market order of | 106 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-06-18 10:29:00,153: asyncio: INFO: [MLTrader] [32mOrder was filled: market order of | 106 SPY buy | at price $469.49 of class bracket with status fill[0m
2024-06-18 10:29:00,158: asyncio: INFO: [MLTrader] [34mSleeping for 86400 seconds[0m
2024-06-18 10:29:00,159: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-06-18 10:29:00,159: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-06-18 10:29:00,161: asyncio: INFO: [MLTrader] [34mThe market is not currently open, skipping this trading iteration[0m
2024-06-18 10:29:00,161: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-06-18 10:29:00,161: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 10:29:00,163: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 10:29:00,163: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-06-18 10:29:00,163: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 10:29:00,164: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 10:29:00,166: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-06-18 10:29:00,166: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 10:29:00,168: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 10:29:00,168: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-06-18 10:29:00,168: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 10:29:00,170: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 10:29:00,171: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-06-18 10:29:00,173: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-06-18 10:29:00,173: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 10:29:00,174: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 10:29:00,175: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-06-18 10:29:00,175: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 10:29:00,177: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 10:29:00,179: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-06-18 10:29:00,179: asyncio: INFO: [MLTrader] Executing the after_market_closes lifecycle method
2024-06-18 10:29:00,179: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-06-18 10:29:00,179: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 10:29:00,180: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 10:29:00,180: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-06-18 10:29:00,181: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 10:29:00,182: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 10:29:00,184: root: INFO: Current backtesting datetime 2023-12-18 08:30:00-05:00
2024-06-18 10:29:00,185: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 10:29:00,186: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 10:29:00,188: asyncio: INFO: [MLTrader] Executing the before_market_opens lifecycle method
2024-06-18 10:29:00,188: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-06-18 10:29:00,188: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 10:29:00,189: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 10:29:00,190: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-06-18 10:29:00,190: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 10:29:00,191: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 10:29:00,194: root: INFO: Current backtesting datetime 2023-12-18 09:30:00-05:00
2024-06-18 10:29:00,194: asyncio: INFO: [MLTrader] Executing the before_starting_trading lifecycle method
2024-06-18 10:29:00,198: asyncio: INFO: [MLTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-06-18 10:29:00[0m
2024-06-18 10:29:00,198: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 10:29:00,200: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 10:29:00,201: asyncio: INFO: [MLTrader] [34mTrading iteration ended at 2024-06-18 10:29:00[0m
2024-06-18 10:29:00,201: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-06-18 10:29:00,201: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 10:29:00,203: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 10:29:00,204: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-06-18 10:29:00,204: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 10:29:00,205: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 10:29:00,207: asyncio: INFO: [MLTrader] [34mSleeping for 86400 seconds[0m
2024-06-18 10:29:00,209: root: INFO: Current backtesting datetime 2023-12-18 16:00:00-05:00
2024-06-18 10:29:00,209: root: INFO: Current backtesting datetime 2023-12-19 09:30:00-05:00
2024-06-18 10:29:00,211: asyncio: INFO: [MLTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-06-18 10:29:00[0m
2024-06-18 10:29:00,212: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 10:29:00,214: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 10:29:00,215: asyncio: INFO: [MLTrader] [34mTrading iteration ended at 2024-06-18 10:29:00[0m
2024-06-18 10:29:00,215: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-06-18 10:29:00,215: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 10:29:00,216: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 10:29:00,217: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-06-18 10:29:00,217: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 10:29:00,219: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 10:29:00,220: asyncio: INFO: [MLTrader] [34mSleeping for 86400 seconds[0m
2024-06-18 10:29:00,221: root: INFO: Current backtesting datetime 2023-12-19 16:00:00-05:00
2024-06-18 10:29:00,221: root: INFO: Current backtesting datetime 2023-12-20 09:30:00-05:00
2024-06-18 10:29:00,224: asyncio: INFO: [MLTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-06-18 10:29:00[0m
2024-06-18 10:29:00,225: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 10:29:00,226: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-18 10:29:00,227: asyncio: INFO: [MLTrader] [34mTrading iteration ended at 2024-06-18 10:29:00[0m
